INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10445593	1	4	45	593	15	-1	1	-1	-1	荒毒之灵动圣肩	93	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	2613	2090	179	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	93	4	4	1	250	-1	0	0	0	-1	-1
10445594	1	4	45	594	15	-1	1	-1	-1	荒毒之灵动圣肩	94	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	2669	2135	180	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	94	4	4	1	250	-1	0	0	0	-1	-1
10445595	1	4	45	595	15	-1	1	-1	-1	荒毒之灵动圣肩	95	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	2726	2180	181	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	95	4	4	1	250	-1	0	0	0	-1	-1
10445596	1	4	45	596	15	-1	1	-1	-1	荒毒之灵动圣肩	96	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	2783	2226	182	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	96	4	4	1	250	-1	0	0	0	-1	-1
10445597	1	4	45	597	15	-1	1	-1	-1	荒毒之灵动圣肩	97	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	2841	2272	184	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	97	4	4	1	250	-1	0	0	0	-1	-1
10445598	1	4	45	598	15	-1	1	-1	-1	荒毒之灵动圣肩	98	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	2900	2320	185	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	98	4	4	1	250	-1	0	0	0	-1	-1
10445599	1	4	45	599	15	-1	1	-1	-1	荒毒之灵动圣肩	99	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	2959	2367	186	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	99	4	4	1	250	-1	0	0	0	-1	-1
10445600	1	4	45	600	15	-1	1	-1	-1	荒毒之灵动圣肩	100	-1	传说中以独角兽的毛织造而成的圣肩，百坚不摧，散发出无限灵气。	3019	2415	187	3	3	-1	-1	Shoulder_10	护肩	-1	1	1	-1	-1	330	330	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	100	4	4	1	250	-1	0	0	0	-1	-1
10445601	1	4	45	601	15	-1	1	-1	-1	无相之蜥皮护肩	1	-1	普通蜥皮加工而成的护肩，抗打击性一般。	19	15	189	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	1	1	1	250	-1	0	0	0	-1	-1
10445602	1	4	45	602	15	-1	1	-1	-1	无相之蜥皮护肩	2	-1	普通蜥皮加工而成的护肩，抗打击性一般。	20	16	190	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	1	1	1	250	-1	0	0	0	-1	-1
10445603	1	4	45	603	15	-1	1	-1	-1	无相之蜥皮护肩	3	-1	普通蜥皮加工而成的护肩，抗打击性一般。	21	16	191	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	1	1	1	250	-1	0	0	0	-1	-1
10445604	1	4	45	604	15	-1	1	-1	-1	无相之蜥皮护肩	4	-1	普通蜥皮加工而成的护肩，抗打击性一般。	23	18	192	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	1	1	1	250	-1	0	0	0	-1	-1
10445605	1	4	45	605	15	-1	1	-1	-1	无相之蜥皮护肩	5	-1	普通蜥皮加工而成的护肩，抗打击性一般。	26	20	194	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	1	1	1	250	-1	0	0	0	-1	-1
10445606	1	4	45	606	15	-1	1	-1	-1	无相之蜥皮护肩	6	-1	普通蜥皮加工而成的护肩，抗打击性一般。	29	23	195	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	6	1	1	1	250	-1	0	0	0	-1	-1
10445607	1	4	45	607	15	-1	1	-1	-1	无相之蜥皮护肩	7	-1	普通蜥皮加工而成的护肩，抗打击性一般。	33	26	196	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	7	1	1	1	250	-1	0	0	0	-1	-1
10445608	1	4	45	608	15	-1	1	-1	-1	无相之蜥皮护肩	8	-1	普通蜥皮加工而成的护肩，抗打击性一般。	38	30	197	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	8	1	1	1	250	-1	0	0	0	-1	-1
10445609	1	4	45	609	15	-1	1	-1	-1	无相之蜥皮护肩	9	-1	普通蜥皮加工而成的护肩，抗打击性一般。	43	34	199	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	9	1	1	1	250	-1	0	0	0	-1	-1
10445610	1	4	45	610	15	-1	1	-1	-1	无相之蜥皮护肩	10	-1	普通蜥皮加工而成的护肩，抗打击性一般。	49	39	200	3	3	-1	-1	Shoulder_1	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	10	1	1	1	250	-1	0	0	0	-1	-1
10445611	1	4	45	611	15	-1	1	-1	-1	无相之银皮护肩	11	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	55	44	189	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	11	1	1	1	250	-1	0	0	0	-1	-1
10445612	1	4	45	612	15	-1	1	-1	-1	无相之银皮护肩	12	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	62	49	190	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	12	1	1	1	250	-1	0	0	0	-1	-1
10445613	1	4	45	613	15	-1	1	-1	-1	无相之银皮护肩	13	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	69	55	191	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	13	1	1	1	250	-1	0	0	0	-1	-1
10445614	1	4	45	614	15	-1	1	-1	-1	无相之银皮护肩	14	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	77	61	192	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	14	1	1	1	250	-1	0	0	0	-1	-1
10445615	1	4	45	615	15	-1	1	-1	-1	无相之银皮护肩	15	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	86	68	194	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	15	1	1	1	250	-1	0	0	0	-1	-1
10445616	1	4	45	616	15	-1	1	-1	-1	无相之银皮护肩	16	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	95	76	195	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	16	1	1	1	250	-1	0	0	0	-1	-1
10445617	1	4	45	617	15	-1	1	-1	-1	无相之银皮护肩	17	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	105	84	196	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	17	1	1	1	250	-1	0	0	0	-1	-1
10445618	1	4	45	618	15	-1	1	-1	-1	无相之银皮护肩	18	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	116	92	197	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	18	1	1	1	250	-1	0	0	0	-1	-1
10445619	1	4	45	619	15	-1	1	-1	-1	无相之银皮护肩	19	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	127	101	199	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	19	1	1	1	250	-1	0	0	0	-1	-1
10445620	1	4	45	620	15	-1	1	-1	-1	无相之银皮护肩	20	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	139	111	200	3	3	-1	-1	Shoulder_2	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	20	1	1	1	250	-1	0	0	0	-1	-1
10445621	1	4	45	621	15	-1	1	-1	-1	无相之皮麟护肩	21	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	151	120	189	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	21	1	1	1	250	-1	0	0	0	-1	-1
10445622	1	4	45	622	15	-1	1	-1	-1	无相之皮麟护肩	22	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	164	131	190	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	22	1	1	1	250	-1	0	0	0	-1	-1
10445623	1	4	45	623	15	-1	1	-1	-1	无相之皮麟护肩	23	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	177	141	191	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	23	1	1	1	250	-1	0	0	0	-1	-1
10445624	1	4	45	624	15	-1	1	-1	-1	无相之皮麟护肩	24	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	191	152	192	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	24	1	1	1	250	-1	0	0	0	-1	-1
10445625	1	4	45	625	15	-1	1	-1	-1	无相之皮麟护肩	25	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	206	164	194	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	25	1	1	1	250	-1	0	0	0	-1	-1
10445626	1	4	45	626	15	-1	1	-1	-1	无相之皮麟护肩	26	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	221	176	195	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	26	1	1	1	250	-1	0	0	0	-1	-1
10445627	1	4	45	627	15	-1	1	-1	-1	无相之皮麟护肩	27	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	237	189	196	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	27	1	1	1	250	-1	0	0	0	-1	-1
10445628	1	4	45	628	15	-1	1	-1	-1	无相之皮麟护肩	28	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	254	203	197	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	28	1	1	1	250	-1	0	0	0	-1	-1
10445629	1	4	45	629	15	-1	1	-1	-1	无相之皮麟护肩	29	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	271	216	199	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	29	1	1	1	250	-1	0	0	0	-1	-1
10445630	1	4	45	630	15	-1	1	-1	-1	无相之皮麟护肩	30	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	289	231	200	3	3	-1	-1	Shoulder_3	护肩	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	30	1	1	1	250	-1	0	0	0	-1	-1
10445631	1	4	45	631	15	-1	1	-1	-1	无相之瑶仙护肩	31	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	307	245	189	3	3	-1	-1	Shoulder_4	护肩	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	31	2	2	1	250	-1	0	0	0	-1	-1
10445632	1	4	45	632	15	-1	1	-1	-1	无相之瑶仙护肩	32	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	326	260	190	3	3	-1	-1	Shoulder_4	护肩	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	32	2	2	1	250	-1	0	0	0	-1	-1
10445633	1	4	45	633	15	-1	1	-1	-1	无相之瑶仙护肩	33	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	345	276	191	3	3	-1	-1	Shoulder_4	护肩	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	33	2	2	1	250	-1	0	0	0	-1	-1
10445634	1	4	45	634	15	-1	1	-1	-1	无相之瑶仙护肩	34	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	365	292	192	3	3	-1	-1	Shoulder_4	护肩	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	34	2	2	1	250	-1	0	0	0	-1	-1
